Pre-hit context;Hit string;Post-hit context;File name;Transcript ID;Speaker ID;Speaker gender;Speaker role;Speaker native speaker status;Frag.;Post
huh?   how;how;long you gonna be here?   ; Heat and Mass Transfer Office Hours ;OFC195SU116;S14;M;SG;NS;Quest.;long
what if it was a, helping verb, of like advantage or disadvantage?;how;do you determine between then whether it's linking, or, special, intransitive?   ; Intro Latin Lecture ;LES215MU056;S3;M;JU;NS;Quest.;do
Chris i'll tell you very quickly;how;we got to that. there were originally m- many more parking spaces in the building. and um... there w; Architecture Critiques ;STP125JG050;S1;F;SF;NS;Decl.;we
so i g- i guess we wanna look;how;many of our computers have U-S-Bs and as long as they're not (xx)   ; Physics Research Group Meeting ;MTG485SG142;S6;F;SG;NS;Frag.;many
otential, that does not predict the rate therefore only, an overall estimate of change is given, not;how;the individual links change (xx) with time this type of model is also   ; Technical Communications Tutorial ;OFC578SG037;S1;F;JF;NS;Frag.;the
well w-;how;do you get the combined income? i mean   ; Economics Office Hours ;OFC280SU109;S5;F;SU;NS;Quest.;do
and yes that does hurt sometimes. like this is one all about solvents, and;how;they affect, the different reactions.  so if we  don't get to this this time i ; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS;Decl.;they
have to like check it and make sure. whereas  cognition  is like, i mean that's;how;you check it and make sure.   t; Objectivism Student Group ;SGR999MX115;S3;M;SG;NS;Decl.;you
from the class think about the symbolic capital stuff in In Search for Respect, and then figure out;how;to weave those into what you've got here, you know? you don't need to restructure it entirely but ju; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS;Quest.;to
thought that was a good idea, we have some definite nos. how about a, how about a show of hands, um,;how;many people would be against moving, yeah, closer up to the front? couple, a- any people, and how ma; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS;Quest.;many
where is R-hat? and how is it different from C-hat and;how;is different from H-two?   well; Math Study Group ;SGR385SU057;S2;F;SU;NS;Quest.;is
think that's right.   that was;how;i thought  it might be useful.    ; Linguistics Independent Study Advising ;OFC355SU094;S2;F;SU;NS;Decl.;i
what did you guys  get on the single mother families though,;how;were they doing economically?  ; American Family Group Project Meeting ;SGR565SU144;S4;F;SU;NS;Quest.;were
six, really?   six so;how;many carbons does acetyl CoA bring into the reaction?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS;Quest.;many
um...   so;how;'s that working out so far?   u; Graduate Student Research Interview 1 ;INT425JG001;S1;F;JF;NS;Quest.;s
that's done  with, take a look at;how;it's done now. it's now done, with, a uh general radio connector.  well actually there's a; Physics Research Group Meeting ;MTG485SG142;S1;M;SF;NS;Decl.;it
talking about them being less involved a lotta times is because, they just at first they don't know;how;to be involved in their kids lives like they haven't  been trained  they've let; American Family Group Project Meeting ;SGR565SU144;S5;F;SU;NS;Frag.;to
e extreme but for me it's like, i have a hard time dealing with that theory because, although, i see;how;it affects men's relationships or sexual relationships negatively, it's almost like, for the most pa; Sex, Gender, and the Body Lecture ;LES565SU137;S5;F;SU;NS;Frag.;it
we went with number five as well. pretty much like, the same reasons as them, and,;how;you said like the severing, was like, with the body.   ; First Year Philosophy Seminar ;SEM475JU084;S13;M;JU;NS;Decl.;you
ividual, will be deaf. and to figure out what what proportion of the individuals have this genotype,;how;would you figure that out?   th; Intro Biology Exam Review ;OFC175JU145;S1;F;JG;NS;Quest.;would
her hair she's wearing a hair shirt, in addition to her hair to her long hair. but that, can you see;how;the texture of the wood really affects, the quality of the, sculpture, the kind of effect of the scu; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS;Frag.;the
excuse me sent into the newspaper about, if you think about basically, you know if you think about;how;many lives were saved from this or if somebody thinks of this image, it's it's it is upsetting and i; Ethics Issues in Journalism Lecture ;LES220SU140;S3;F;SU;NS;Frag.;many
we have hops.   yeah;how;much hops,   this isn't_ this w; Chemical Engineering Group Project Meeting ;SGR195SU127;S3;F;SU;NS;Frag.;much
gen ion gradient.   okay. what_;how;do you do that?  what is that?   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS;Quest.;do
ople haven't done a presentation so far? okay, of the people who haven't done a presentation so far,;how;many would like to do sign-up sheet now in advance of the readings, and versus how many people would; First Year Philosophy Seminar ;SEM475JU084;S1;F;JF;NS;Frag.;many
how do we,;how;do we carbonate it.    ; Chemical Engineering Group Project Meeting ;SGR195SU127;S3;F;SU;NS;Decl.;do
i can't say it i can't say it like sh- she can. i took phonetics and we learned;how;to say things like that but it's really easy to forget how to say it. i took phonetics so we started; Math Study Group ;SGR385SU057;S2;F;SU;NS;Decl.;to
alright self-evident is, self-evident what's that is that something;how;do you expl-  how do you put that into different terms?  ; Objectivism Student Group ;SGR999MX115;S3;M;SG;NS;Quest.;do
it? on the checklist? see it on the checklist or in one of the case studies. is there anything about;how;the photograph is played questions they ask about  how it's played?    ; Ethics Issues in Journalism Lecture ;LES220SU140;S1;M;SF;NS;Quest.;the
where we j- where we were reading about, actual accounts, interviews, qualitative research about;how;men in fact, um, have feelings of inadequacies surrou- you know surrounding like, um you know like t; Sex, Gender, and the Body Lecture ;LES565SU137;S7;M;SU;NS;Frag.;men
ce um you can talk about, some of the bigger economic shifts and how they've impacted, children. and;how;this, and, how they've impacted children and how, um, schools, at the same time have kind of cut bac; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS;Frag.;this
you guys don't mind i'm just making kinda like a generic, (xx) that's;how;i like to show just drawing something.   ; Organic Chemistry Study Group ;SGR200JU125;S2;M;JU;NS;Decl.;i
do you want us to go so in detail in the disser- description that we talk about;how;, the stripes increase and decrease?   ; Art History Office Hours ;OFC320SU153;S4;F;SU;NS;Quest.;the
fill this particular requirement so, uh, it's a uh, an arrangement, in process and uh, we don't know;how;, smoothly it will go. uh it's scared away i think a small number of students uh, but um, i think it; Forum for International Educators Meeting ;MTG999ST015;S8;M;ST;NS;Decl.;smoothly
did anyone explain to J- to Brett;how;you sho- why you should hold the seine in a particular way?   ; Biology of Fishes Field Lab ;LAB175SU032;S1;M;SF;NSO;Quest.;you
yeah   right? ;how; this area is really not Mexican Fort i- street is but that's really it.   ; Senior Thesis Study Group ;SGR999SU146;S1;F;SU;NS;Decl.;this
haven't spoken since.   (wait);how;'d you know that he's at Cornell then?   ; Organic Chemistry Study Group ;SGR200JU125;S4;M;JU;NS;Quest.;d
of that, different colors, that represented each one of these  and  tha- that's;how;they found all these   so, in y; Biochemistry Study Group ;SGR175SU123;S2;M;SU;NS;Frag.;they
hape, and what you can see is, that here's the rough shape that he's worked at, but you can also see;how;he's done it. you know it's a really labor intensive process because, you can't just, cut away, you ; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS;Decl.;he
mhm.   wow, is that long?;how;long (xx)   Michelle   ; Biology of Fishes Field Lab ;LAB175SU032;SU-f;F;UN;NS;Frag.;long
m having trouble with are quasi-linear. well let me_ okay (xx)  (xx) okay.;how;do you know when this i- this point is where it goes there?   ; Economics Office Hours ;OFC280SU109;S5;F;SU;NS;Quest.;do
pons. okay so, how do we know what the pons is? (;how;do we know what to do with this?)   ; Biopsychology Lab ;LAB500SU044;S7;M;SU;NS;Quest.;do
reet is but that's really it.  ;how;is that considered southwestern Detroit is there is it southwestern?  oh okay  ; Senior Thesis Study Group ;SGR999SU146;S1;F;SU;NS;Quest.;is
no i i  get it.  but, um,;how;'bout can we go over polyploidy real quick? ploidy   ; Intro Biology Exam Review ;OFC175JU145;S3;M;JU;NS;Quest.;bout
all the way around   so;how;do the desks sit on that?   we; Architecture Critiques ;STP125JG050;S3;F;JF;NS;Quest.;do
riod. um, and and so this is the, the newest technique that's being introduced here. and you can see;how;it's attached is it attached to, with (xx) original (xx) and, you wanna look at the motifs you wanna; Art History Office Hours ;OFC320SU153;S1;F;JF;NS;Frag.;it
t help you set up the kind of description that, um i assume you're gonna do of the mall, um, of like;how;malls b- because of how they're built become places to socialize  and  and this; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS;Frag.;malls
gonna have to, i mean the lab i'm passing back today. um, the quizzes, Mike has got and i don't know;how;long it's gonna take him to finish those. but, i don't know if he's correcting them now or not.  ; Chemistry Lab ;LAB200JU018;S2;F;SG;NS;Decl.;long
yeah.   okay. uh, so,;how;does this fit in with your experiment?   ; Linguistics Independent Study Advising ;OFC355SU094;S1;M;SF;NS;Quest.;does
there  ;how;weird...  there  thank you   ; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS;Decl.;weird
sixteen or an eighteen but it was just like each problem was like, how did you go from here to here;how;did you go from here to here i was like whoa.    ; Math Study Group ;SGR385SU057;S1;M;SU;NS;Decl.;did
it's your implicit... it's your implicit metaphysics? your view of life uh, sense of life? you know;how;she's really big on sense of life being, that art is your portrayal of your sense of life? and your ; Objectivism Student Group ;SGR999MX115;S1;M;SG;NS;Quest.;she
P   P and;how;would you find P?   i don't kno; Intro Biology Exam Review ;OFC175JU145;S1;F;JG;NS;Quest.;would
do you know;how;to find the probability of the (spin one)   ; Astronomy Peer Tutorial ;OFC150MU042;S4;M;SU;NS;Frag.;to
ned problems. not once but three times so they're encouraging you to be obsessive. and they tell you;how;to do it  three times.    ; Academic Advising ;ADV700JU047;S2;F;ST;NS;Decl.;to
yeah. again sort of, what we um, how we attend;how;we intend to uh, to, to meet our objectives... would be, so, one of the ways that we're gonna meet o; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS;Decl.;we
you have_ you guys wanna guess;how;many we have?   um, it looks t; Biology of Fishes Field Lab ;LAB175SU032;SU-f;F;UN;NS;Quest.;many
well, there's g-  ;how;'bout how's it work?   there's ; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS;Quest.;bout
okay. um, how can it do that? what like what is her evidence for that, or;how;does she argue that point?   we; Sex, Gender, and the Body Lecture ;LES565SU137;S1;F;JF;NS;Quest.;does
e, electron. so you know;how;to count up valencies?   yeah, ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS;Quest.;to
sure.  ;how;many more, how many more do you need?   ; Science Learning Center Service Encounters ;SVC999MX148;S5;F;UN;NS;Quest.;many
okay so;how; big is your table when you make this one?   ; Computer Science Office Hours ;OFC270MG048;S2;F;SG;NS;Quest.;big
cientific, writing format, and uh, we just don't know, whether that fits in with k- with what Glenda;how;she envisions it, the writing style, so (we do) have to talk about that. um   ; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS;Decl.;she
ebody who's not dropping a class  i have to say. you don't know;how;many dropped just like_ that's good  okay bye-bye next...; Academic Advising ;ADV700JU047;S2;F;ST;NS;Decl.;many
n- well i just wanted to say that i wanted to commend you on;how;um, beautiful the drawings are especially the perspectives i think are just, wonderful and especiall; Architecture Critiques ;STP125JG050;S3;F;JF;NS;Frag.;um
um,  a question i don't know;how_;where to go look like if i wanna get a tutor like is there any way  or is it   ; Statistics Office Hours ;OFC575MU046;S4;F;SU;NS;Frag.;where
of_ if it's easier for you, to take it closer to home over the summer, i mean that's fine, if that's;how;you wanna spend your spring half-term, that's cool, not a problem.   ; Academic Advising ;ADV700JU047;S2;F;ST;NS;Decl.;you
it picks up, it cuts the bank and makes a hole and then it  gets  it's sort of;how;the water shapes the channel kinda thing. and when i took that i took all these um freshwater biolog; Graduate Student Research Interview 1 ;INT425JG001;S2;M;JG;NS;Decl.;the
mber five. once the body and the brain got severed and separated, he was talking about, a connection;how;he was losing the connection but what type of connection did they have? i was wondering about that b; First Year Philosophy Seminar ;SEM475JU084;S13;M;JU;NS;Quest.;he
