Pre-hit context;Hit string;Post-hit context;File name;Transcript ID;Speaker ID;Speaker gender;Speaker role;Speaker native speaker status
  d- i'm just thinking about part, even part A or any of this,;how;can you find a M- Moebius transformation that maps uh, infinity to a number, and still preserves dis; Math Study Group ;SGR385SU057;S1;M;SU;NS
   (you know;how;it goes) back together    ; Biopsychology Lab ;LAB500SU044;SU-m;M;UN;NS
e. so,    ;how;was he saying  to cut it?   ; Biopsychology Lab ;LAB500SU044;S6;M;SU;NS
f dimensions, colors you know, (xx) you can consider wear and tear on the piece, does that tell you,;how;it was folded? these these horrible little metal things are very picky, and they (xx) just (xx) you ; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
  i thought about that too and i- i guess it go_ in uh, i think Malak's, because he talks about;how;, like Gilead is fictional in certain ways, and how it's okay to be fictional, that, and if you had ; English Composition Seminar ;SEM300MU100;S7;M;JU;NS
  yeah on the Degas, The Dancer. you can see the fingerprints of the artist, and;how;he's  molding    ; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS
 five.   five, and;how;many were samples?   four.  ; Biology of Fishes Group Activity ;LES175SU031;S1;M;SF;NSO
-  American culture. now um  yeah uh now okay. now i don't know;how;we're gonna fit, this, part of your argument  which i    ; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
   yeah, okay um ho-;how;about the uh roles of other people in the group? cuz you've been kind of the uh minder  in; Graduate Student Research Interview 1 ;INT425JG001;S1;F;JF;NS
 one was Brett that's right, that's what's confused yes, okay i'd like um you to show Matt and Brett;how;to seine. Matt  and Carrie how to seine.   ; Biology of Fishes Field Lab ;LAB175SU032;S1;M;SF;NSO
 be nice. it shouldn't feel like a reunion but,  it kinda does.;how;you been since first day of class? (what do you know?)   ; English Composition Seminar ;SEM300MU100;S1;M;JF;NS
  mhm   that's;how;that whole solvent thing affects it. and we'll talk a little bit more about that, cuz i would like i; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
really    ;how;come i never see these classes when i'm looking through the    ; English Composition Seminar ;SEM300MU100;S4;F;SU;NS
  thank you thank you (xx)  ;how;how, (what a load off)   i- g- ; Science Learning Center Service Encounters ;SVC999MX148;SU-f;F;UN;NS
  i don't understand, this first problem is like, i can't figure out;how;to do it because it's all, i think it's all done, like, in the first like in two lines, so i think i; Astronomy Peer Tutorial ;OFC150MU042;S1;F;SU;NS
s no, you know, thing.   can it;how;can_ can it be infinite, i mean, it's not a number it's just, a constant.  ; Objectivism Student Group ;SGR999MX115;S5;M;JU;NS
 needed or necessary (by now)  ;how;long ago was that job description written?    ; Forum for International Educators Meeting ;MTG999ST015;S1;F;ST;NS
d say that the first one, the curricular practical training, is unlimited, there's no time limit, on;how;, many months a person could actually do this. theoretically over a, five year period, or a six year; Forum for International Educators Meeting ;MTG999ST015;S11;M;ST;NS
  no no uh, if cancer think about Cancer Man, in the Syndicate One,;how;(would) they have it done. (in the screening) (xx) all the sudden  ; Astronomy Peer Tutorial ;OFC150MU042;SU-7;M;SU;NS
u know they didn't try to match 'em they just picked five, and assigned them to one group. so that's;how;they're doing it they're doing it as an independent samples design. small sample sizes so we'll have; Statistics Office Hours ;OFC575MU046;S1;F;JF;NS
   so how do you,;how;does it, pump the protons?    ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
?   yeah, yeah. to warn people,;how;serious the problem is, this crime problem. maybe it's th- you know more can be done to fight crime ; Ethics Issues in Journalism Lecture ;LES220SU140;S1;M;SF;NS
  so it's kinda interesting to see like;how;men, they either need like another girlfriend or like  a nanny  but women it's ; American Family Group Project Meeting ;SGR565SU144;S2;F;SU;NS
ly important?   because that's;how;they think about it if they're, they see people that aren't like them that didn't go to school, like; Intro to American Politics Discussion Section ;DIS495JU119;S14;M;JU;NS
be red, is it?   um, it depends;how;hot it is you know there's like, different degrees of hot (xx)   ; Astronomy Peer Tutorial ;OFC150MU042;S1;F;SU;NS
 got preferences.   okay but so;how;do you represent different marginal rates of  substitution?    ; Economics Office Hours ;OFC280SU109;S5;F;SU;NS
evise with a sense of how it all hangs together. that's, my purpose  as far as ;how;many times you end up revising in the spring, it's really up to you because that's when you're reall; American Culture Advising ;OFC105SU068;S2;M;RE;NS
 in- and, investigating sort of how, s- race, and class kind of  work together ;how;class may in some sense, shape racial, categorization or whatever which is you know  a bit; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
ean, a- she_ it's not that she doesn't a- it's not that she doesn't like what we're saying it's just;how;we're saying it... we've got to, sort of um... put a spin on it that is more open-ended. um... and i; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS
s on the outside of the brain. you know? inside_ the inside it's it's really it's really yeah that's;how;, people say people say, (xx)   ; Biopsychology Lab ;LAB500SU044;S7;M;SU;NS
  yeah okay. how fast do m-;how;fast do babies grow?   ridicu; Biology of Fishes Lab ;LAB175SU033;S1;M;SF;NSO
-two, we talked about the editor w- saying dear reader and explaining why why to run the photograph.;how;do you feel about r- the decision to run this photogr- some, not every newspaper ran it, right? um, ; Ethics Issues in Journalism Lecture ;LES220SU140;S1;M;SF;NS
d go from there. and we know, you know you can decide, how it's made, how many bandings did it take,;how;many types of weaving, went into it that sort of thing. to sort of get you somewhere with the piece,; Art History Office Hours ;OFC320SU153;S1;F;JF;NS
s to me as a good start. now... what else, what are your other thoughts about sort of the thesis and;how;your argument would go as it goes through?   ; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
nitely the happy face is the best mark so far. it has to be doesn't it? okay, what i need to know is;how;many people marked, Beth?   s; Biology of Fishes Group Activity ;LES175SU031;S1;M;SF;NSO
house to a black person. okay, supposedly a legally binding contract among neighbors, it was part of;how;we kept neighborhoods all white.   ; Intro to American Politics Discussion Section ;DIS495JU119;S1;F;SG;NS
  how much of promoter  ;how;mu- the whole_ as far as i know the whole promoter   ; Immunology Lab Meeting ;MTG400MX008;S4;F;SG;NS
   and should i just not w- that just doesn't make sense;how;it does it but we just know it.  we just have to know it?  so  ; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS
  and you want to um  y- you want to make decisions about;how;to live your life based on, the kind of person you wanna be.   ; English Composition Tutorial ;OFC301MU021;S1;F;JF;NS
   well it's for this other kid h- i- it ate his nickel.;how;do i uh, open a (xx) (graph?) do you know?   ; Science Learning Center Service Encounters ;SVC999MX148;S1;F;SU;NS
  we're not skimming the water we're g- wanna get it into the water these these will teach you;how;to seine, yeah. Matt. Matt.  so um get get show Matt and uh, Carrie how to; Biology of Fishes Field Lab ;LAB175SU032;S1;M;SF;NSO
e i mean, what kinds of, themes do you see coming out of, the, i mean okay thinking of the question,;how;this festival is representing an African-American community  and  what, how it'; Anthropology of American Cities Office Hours ;OFC115SU060;S2;F;SG;NS
  right but you have to be able to get these based on these independent probabilities. so;how;are you gonna do that?   ; Computer Science Office Hours ;OFC270MG048;S2;F;SG;NS
  how'm i doing this week?  ;how;you're doin-  how are you doing?  you're doing very well.   ; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
 contract, there's some control over a number of them and that's how the fish changes color... okay?;how;are we doing folks with the scales?   ; Biology of Fishes Lab ;LAB175SU033;S1;M;SF;NSO
S? what's   S is a sulfur. it's;how;you attach it.   okay sulfur, c; Biochemistry Study Group ;SGR175SU123;S1;F;SU;NS
now can we figure out what else is happening in the book? does the narrator give us any other clues?;how;do we find out about the murder? is he remorseful about this murder?  if not why?  ; Academic Advising ;ADV700JU047;S2;F;ST;NS
teenth century sculptor Rodin R O D I N  and let's talk a little bit about;how;this demonstrates a- the additive, process. first of all you start um, by not taking away but by wha; Visual Sources Lecture ;LES320SU085;S1;F;SF;NS
o the, mash tun.   i don't know;how;water filters work.    ; Chemical Engineering Group Project Meeting ;SGR195SU127;S1;M;SU;NS
   i'd use it yeah cuz you  know;how;much yeast we have in there (and stuff)   ; Chemical Engineering Group Project Meeting ;SGR195SU127;S4;M;SU;NS
part?   um well he talked about;how;retroviruses in retroviruses that, they have R-N-A for their genetic material. and then they take th; Intro Biology Exam Review ;OFC175JU145;S1;F;JG;NS
 wanna look at is just the whole potential for agriculture. not just, you know how is this gonna, um;how;is rehabilitation gonna affect agriculture? but just sort of, what are the poten- what is the agricu; Natural Resources Research Group Meeting ;MTG425JG004;S1;M;JG;NS
  i think you might have the same um, one as i do. ;how;many (xx)     ; Science Learning Center Service Encounters ;SVC999MX148;SU-f;F;UN;NS
  how_ where that divergence happens  how;how;how the     ; Intro Biology Study Group ;SGR175MU126;S3;F;JU;NS
   how about like;how;many steps they are.   yeah... ; Organic Chemistry Study Group ;SGR200JU125;S4;M;JU;NS
  is that one-N equals two?  ;how;many, mood genes, mood, chromosomes do you have?   ; Intro Biology Discussion Section ;DIS175JU081;S1;F;JF;NS
ice that things are separate.  ;how;do you know?  do you know  what it's like to be a,  a spineless anima; Objectivism Student Group ;SGR999MX115;S4;F;SU;NS
no? so,  how many ;how;many molecules does it take to start an S-N-one?   ; Organic Chemistry Study Group ;SGR200JU125;S1;F;JU;NS
don't have    so then;how;do you get allopolyploidy?    ; Intro Biology Study Group ;SGR175MU126;S5;F;JU;NS
like the point of, i love how like, i love how i'm like the only one  who read it. seeing;how;i usually never, you know i usually do my homework just right before i come to class, but, no i had ; First Year Philosophy Seminar ;SEM475JU084;S10;F;JU;NS
nstitutions, of these different kinds of music, how did the presence of the Beastie Boys, illuminate;how;those fields work? in such a way, that the point isn't like you know, to prove that, to say that bec; American Culture Advising ;OFC105SU068;S2;M;RE;NS
s job or, for that district or your governorship or whatever, because you feel that, they don't know;how;to run things cuz you know how to run things (you were raised) (xx)   ; Intro to American Politics Discussion Section ;DIS495JU119;S5;M;JU;NS
